date,series,num,machine_id,score
2025-10-06,monkey,907.0,907_monkey,0.3185185185185185
2025-10-06,myjugglerV,281.0,281_myjugglerV,0.2307692307692307
2025-10-06,ghoul,1088.0,1088_ghoul,0.2289156626506024
